ID,CAM17U_COD,CAM17U_DEN,CAM17U_NOME,DAB,IV,ST,TSO,TSOFM,ICMI,AAST,PDU,ADD,ADDSP,OAI,OSS,POP_NFR,EDI,IVMS
104,CU081_13,Emilia-Romagna - 13,Fidenza,71.3028544474,181.1751134926,104.1741651183,69.2552005229,79.3642713321,26.8569791866,3.1784161644,9.6493673974,361.5939843773,44.3292249925,28.605480158,23.1994073183,17.1424693235,37.800514005,97.1817531202
105,CU081_14,Emilia-Romagna - 14,Piacenza,110.0663505549,191.5612047527,126.1770244821,67.1786711334,77.6364210838,24.316484154,2.6299799577,11.9363727979,379.3953959018,64.4166174776,22.5754987591,26.0506977794,22.0820734689,33.5376211119,97.1033340801
106,CU081_15,Emilia-Romagna - 15,Rimini,352.1306945958,156.6340872166,91.6168152469,63.5791799764,77.2583269983,23.7557755776,4.249171947,13.414957605,413.0956049288,64.3127587758,17.3647943203,31.2775109626,24.0950279173,13.7246495676,98.6129349229
107,CU081_16,Emilia-Romagna - 16,Forlì,212.4916482596,179.4196190137,101.0234309755,69.358474969,83.1824214196,23.1523440718,4.5176501211,13.2797254876,394.8796936798,68.5635724753,22.6657356086,23.0035351111,13.1459595893,26.0263709919,98.7217721364
108,CU081_17,Emilia-Romagna - 17,Reggio nell'Emilia,586.4325100845,127.9835512692,136.9933134978,68.3115087204,81.2628345696,28.0913012221,2.4723797041,14.2777285278,497.1412117971,83.5789925914,26.5877287406,24.2578191805,22.4477690984,18.8272520518,97.8385825201
109,CU091_01,Toscana - 01,Firenze - Quartiere Vecchio Novoli - Peretola,4021.5485381868,220.9031003565,131.0815326118,67.0135424091,86.5501892787,21.6623758735,2.0025496944,25.0007434797,678.6658376792,159.7112078263,11.3101632744,35.6813100665,21.5117722363,66.5070815879,100.319996726
110,CU091_02,Toscana - 02,Firenze - Scandicci,1041.4077580169,199.6974123539,92.5798578806,67.2784624413,84.3430126016,24.8853962017,2.9312352336,14.6658883135,334.1873081366,55.5353298365,18.1139777402,30.9659725101,17.4529820547,53.5836770132,99.9380806921
111,CU091_03,Toscana - 03,Sesto Fiorentino,128.403710513,165.3742235592,82.2158893981,67.4053212326,82.3044591008,26.9570890113,3.6852936062,10.4153006989,370.2160434398,40.1163014595,23.5860504379,26.3181034786,16.0837693699,45.8293849307,98.863195504
112,CU091_04,Toscana - 04,Empoli,228.6168164436,165.5374788448,89.400485069,66.2815195405,79.4200342906,28.1806433084,4.4937786195,10.6368445663,347.0592693649,48.6205851144,25.192774995,24.5453668208,15.6632222033,39.4979542187,100.0417331194
113,CU091_05,Toscana - 05,Prato,667.5966929779,147.0734648841,127.5394125608,65.3444605681,77.4681281117,28.8434414669,4.237137433,8.6739678818,410.5087969567,51.1686601558,30.9066385669,25.3496311907,22.2331692674,23.4251920198,101.2172126743
114,CU091_06,Toscana - 06,Pistoia,277.0619119658,182.858975142,86.6975720908,63.5055430318,75.6091251397,30.9703179147,3.6631921473,10.1592086846,335.1103952228,57.5351614677,20.9169000405,26.4801561483,18.9575518772,36.2631508856,99.1485024335
115,CU091_07,Toscana - 07,Arezzo,109.3085904479,181.9253051353,100.3475490551,65.1406749899,79.3592674995,24.1006474004,4.0894235259,11.812085177,377.307942944,59.7494750561,26.2927882735,23.4011257163,15.6131540189,35.8288218613,97.8603148691
116,CU091_08,Toscana - 08,Massa,198.6495910473,212.1981082984,55.4282328079,58.3846050209,70.8177041897,30.1767920283,3.252133053,10.8110827855,334.7862405757,66.1768905643,17.6115319474,28.4213367083,16.141662352,32.2336527182,99.9739086321
117,CU091_09,Toscana - 09,Lucca,195.6701875277,191.6694260486,64.7953857306,62.6649582197,75.5664673607,30.9375601617,2.1974402608,11.5882818555,366.8940736604,58.5142357703,22.1561508576,26.6359024821,11.7092726996,45.9948988191,97.7965146333
118,CU091_10,Toscana - 10,Pisa,391.9963944125,175.068509835,78.6421845798,64.809364343,79.6949481418,26.4213067974,3.0470479886,17.091210598,400.9988817898,87.8288940782,19.150940782,27.9629783579,20.2092803843,34.8479087452,97.7532323317
119,CU091_11,Toscana - 11,Poggibonsi,95.7437795826,170.8637883585,87.9771673207,65.746530046,77.2281885872,29.6293545272,4.7114862407,10.203984481,340.5398977286,44.2462441035,26.5399665644,24.3234802418,17.825414211,40.5827520217,98.9908432786
120,CU091_12,Toscana - 12,Siena,67.3241020929,203.2701256767,99.5683003536,67.0427371773,81.5358634101,24.3319161858,5.6720492137,14.3904560131,369.9646436036,80.3469224308,15.1649184886,29.2096188912,19.4807336026,49.8430980379,98.9049158758
121,CU091_13,Toscana - 13,Livorno,321.3241377826,206.5410571961,61.5356641903,61.648226229,76.8653484524,29.5790432164,3.7068783686,11.9469259065,320.858968555,57.0011058088,15.7641262373,31.0655155577,16.9049002977,29.6624850657,99.8483752816
122,CU091_14,Toscana - 14,Grosseto,58.6964916009,219.0932140194,77.841613551,61.8403224997,74.7389611181,27.8034323523,4.5266241864,10.8097584169,304.3778922553,57.5988823889,13.2037767461,28.6467241439,20.3047300189,33.3553704438,99.568590625
123,CU101_01,Umbria - 01,Perugia,172.9452801834,161.1914565106,111.3294364614,64.5663303263,79.7942614064,21.9453731155,4.5503980113,17.2095522846,384.4120411928,87.2413963712,16.9007989348,26.4322569907,17.0901932713,25.3924768788,98.6176247462
124,CU101_02,Umbria - 02,Foligno,77.4683612245,177.4997507726,98.5179929841,62.8813927957,76.035423997,22.4406936953,5.9050635016,11.4378646901,333.9048519964,53.1380973027,23.0672062693,23.2377764726,13.9882969343,28.3070073413,99.5356708231
125,CU101_03,Umbria - 03,Terni,102.4280822506,210.2293793752,88.3228792605,60.7955222103,75.0192403269,22.3974562798,5.0530203642,12.6975086133,317.3849771268,62.3976769725,18.0898291858,25.036850776,15.9532211281,35.5835474078,98.4251661639
126,CU111_01,Marche - 01,Ascoli Piceno,146.2288140192,183.1098504384,64.3245452688,60.7793748167,73.9530610889,22.6895020615,5.8362755399,12.7592174347,321.773962804,56.5787860208,22.8839171619,24.2713129551,12.2706006212,33.117452473,98.9756552828
127,CU111_02,Marche - 02,Civitanova Marche,352.7637004706,162.71259768,94.2549769048,64.3297890082,77.0917423064,22.7229571492,6.094678426,11.6720790807,388.0657585998,50.9791479126,36.4448375739,21.2688832232,10.3847595151,19.6688439318,101.8149782324
128,CU111_03,Marche - 03,Macerata,99.3010530025,177.341122827,93.0178814972,65.8073343295,79.5566521163,22.6090932846,5.8475344885,12.6013610527,371.9692377633,62.6041824519,28.6573040155,20.8011510588,9.4796726913,37.3770701861,99.9752667843
129,CU111_04,Marche - 04,Ancona,207.1201930931,177.5051939551,96.8577158259,65.1026569322,81.7659183697,21.2020622925,3.8159296111,15.330518472,440.3709025016,96.7970612876,24.4931960843,25.1073946992,13.038587301,34.9813145746,98.5992779573
130,CU111_05,Marche - 05,Fano,256.1152805989,169.0426314896,74.2461611295,64.4345773112,77.6606247395,22.074171316,4.2009236342,13.1010350425,334.2088986966,52.2781243557,25.0494887674,24.6771879484,14.7732380948,27.5842451596,97.5313269137
131,CU111_06,Marche - 06,Pesaro,117.647206597,162.2001730959,94.8199133685,65.1424411872,77.1620886654,22.4482165557,5.1259675829,13.2562377778,390.6977138449,71.3310898441,28.761669548,23.2531489257,19.2344430398,30.6807362742,98.668717355
132,CU121_01,Lazio 1 - 01,Roma - Quartiere Trionfale,7416.404528498,215.6107388069,155.0906103178,60.7033869705,93.9448281375,15.8379373849,1.4517157485,37.0673770554,1338.4312727104,375.8835373898,4.0999567287,40.8427087841,27.601490166,69.9181669394,103.7886897671
133,CU121_02,Lazio 1 - 02,Roma - Quartiere Montesacro,8549.1477882598,204.9394470257,79.1345752552,64.4974576595,86.5002823724,15.5729429581,1.3842318957,39.171245163,640.8164813901,125.54539591,4.0992544787,41.0214754646,28.7773600453,32.3668804014,100.1180817689
134,CU121_03,Lazio 1 - 03,Roma - Zona Castel Giubileo,743.5611885072,136.493564801,85.7867280208,62.0787149801,81.077104033,22.7379969329,2.3388056258,21.1645326005,359.7715578093,52.1391562859,6.2815273337,37.090679024,24.9306649552,3.4298740998,103.1200048103
135,CU121_04,Lazio 1 - 04,Roma - Quartiere Collatino,2687.3153088615,157.1359787011,62.6684865419,61.3546344272,80.6512091149,25.5257298367,2.6550356124,17.1882244911,366.0557985837,83.4294313142,7.3629448122,37.2298211608,23.8044144697,2.7765378091,102.4226252483
136,CU121_05,Lazio 1 - 05,Roma - Zona Torre Angela,5263.7573520067,142.7713581665,112.4300863722,59.7369516274,75.9347724612,26.6585983056,3.4123173817,12.4478986109,236.740919952,58.8354541436,7.9411130821,34.9558182331,22.4501639983,8.2709891937,104.6689573458
137,CU121_06,Lazio 1 - 06,Roma - Quartiere Tuscolano,8724.552000696,216.2308028096,93.9660789921,61.8102295166,86.0623481896,21.4901831923,2.4024918896,18.3306324341,297.3382688339,59.2169568838,6.01015455,38.2681470736,24.3603254436,30.4673182651,100.3867977157
138,CU121_07,Lazio 1 - 07,Roma - Pomezia,899.3105578958,104.1644283545,67.0015030978,61.860086212,78.5824766693,25.1915818369,2.4023828361,16.1484229379,421.5419584265,54.7457564981,9.0208589385,36.3118119296,24.650482919,1.7889302437,102.440038763
139,CU121_08,Lazio 1 - 08,Roma - Quartiere Ardeatino,4882.8308697402,188.9683631362,58.4403345506,65.3496446726,87.1382577442,17.7863357581,1.3501423343,30.2540870593,713.3427572938,163.8041386893,5.5288882337,40.8830005804,25.0851797637,17.598229109,100.1677318326
140,CU121_09,Lazio 1 - 09,Roma - Fiumicino,601.6400423197,108.233441067,76.8228522422,61.9557228557,78.3661380395,27.6843692022,2.5337090129,14.5881345888,284.7261392311,44.8468655683,7.173243595,40.7608178037,22.5940151854,2.8762029746,103.9715317704
141,CU121_10,Lazio 1 - 10,Roma - Quartiere Gianicolense,6607.3747693096,210.8666666667,69.9186789684,64.1791548991,85.0505019074,20.6094497123,2.0358211077,24.09934471,374.279840508,87.8739648355,5.7030362072,38.9572170807,23.687482453,14.5020774695,100.7982508766
142,CU121_11,Lazio 1 - 11,Roma - Quartiere Primavalle,2302.5177234701,147.7750660292,86.5372372783,62.2521693114,82.2772165107,24.8761149653,3.0058752014,16.6043569118,272.7448493108,74.2246261654,6.5284415867,36.4806473427,23.8157432837,3.8291805282,102.9089827949
143,CU121_12,Lazio 1 - 12,Guidonia Montecelio,255.8385588539,113.8572052614,97.6823117287,55.8530144441,66.2494259399,29.2970697391,3.4409775462,9.8866611671,186.6360451764,46.0630550751,10.711721584,29.7857466747,16.5404116678,26.3730726595,101.385543435
144,CU121_13,Lazio 1 - 13,Velletri,688.5645084535,116.2652289595,76.4044395998,54.9824662437,68.3081073539,28.337397943,3.6758533547,11.3768836468,198.6431847546,50.490522144,11.7499471551,30.0260088779,18.9073317145,5.7116697187,102.5120150305
145,CU121_14,Lazio 1 - 14,Marino,408.8914649531,116.4304350892,74.1755122893,56.5338574048,68.3765436528,27.3805113005,3.1707339012,12.2558161934,202.1520406426,44.4740875291,10.3054728647,31.5401877719,14.5165616713,14.6173875307,102.3693345317
146,CU122_01,Lazio 2 - 01,Viterbo,93.575872673,174.2130410343,76.6809991231,56.8782626064,66.3208908063,25.8382071921,4.9882115044,11.7481468371,248.5396452717,55.422760318,10.6959373461,24.8729549699,16.8090011565,32.3332639529,97.666161438
147,CU122_02,Lazio 2 - 02,Civitavecchia,173.8559060882,123.6615370439,89.6763351092,57.8744177305,68.9055434257,29.1559817148,3.0579274824,12.3140457868,193.1715349078,41.5654576011,8.3659512237,30.7918620156,21.7709446683,10.3875427151,101.5548581388
148,CU122_03,Lazio 2 - 03,Rieti,82.3105825454,151.3822132081,79.3978837251,58.2699489889,71.2356608781,26.8222992279,4.1897786887,11.1661268562,229.5850117237,56.5817952264,9.8516502472,28.3790777015,16.8744234647,38.2356685687,99.1270419634
149,CU122_04,Lazio 2 - 04,Frosinone,179.9462684408,147.4939702335,46.288654978,52.38067672,59.1624913962,25.9572667654,5.9130891181,9.701222464,306.2696583725,53.213851951,17.4587293647,26.1674315419,6.4808956844,20.6581479379,100.4216757524
150,CU122_05,Lazio 2 - 05,Cassino,129.5810582541,165.0342107924,29.2569547828,49.9700903653,60.7758383222,21.8959356856,6.2164764818,11.8150554458,247.615290979,49.4628307737,20.4437022901,23.1895339494,9.3588203168,23.9373390674,100.9595302478
151,CU122_06,Lazio 2 - 06,Terracina,214.8202718576,143.3609211947,45.4714916237,50.8077981188,59.1424594283,27.1555197421,5.6961872061,11.4823661928,220.3821962454,43.6074130197,10.2134006425,25.3625516292,15.4861198606,15.0515496077,101.7713098489
152,CU122_07,Lazio 2 - 07,Latina,269.671463021,118.2998008652,66.0934235079,54.8727902114,66.2396899127,30.1189485535,4.8272909177,11.1204823301,306.5947798523,54.020096248,17.5676160092,26.7210940441,18.9485173863,11.1538664277,100.1541184069
153,CU131_01,Abruzzo - 01,L'Aquila,57.7405690811,173.8001496762,64.9413651398,58.0724597345,69.640514665,23.137444774,4.1712687021,14.660260941,308.2449634159,74.8321138619,13.2949807897,25.6355759013,14.5553473654,40.4388714734,98.3480540869
154,CU131_02,Abruzzo - 02,Teramo,156.7500105101,159.2931485227,64.2959500439,58.3889949109,69.7848503735,26.6420768903,6.4687168611,11.718737685,325.7330691466,52.0125738945,21.646664387,23.538193373,15.2728744261,22.1043026602,99.9616030486
155,CU131_03,Abruzzo - 03,Pescara,466.8020079901,151.2720363137,43.469785575,57.7021474094,70.7317531065,25.1755373318,5.1021546895,16.4897875214,321.5601897826,64.6070101879,15.4096696012,28.3209916754,13.8004621815,15.2701036577,100.8496280791
156,CU131_04,Abruzzo - 04,Chieti,126.0571703318,181.0647137526,42.705076379,56.1078072634,69.8723642668,24.0390206086,6.0643756803,13.5863803604,305.0580637284,60.1612614852,17.9562333598,25.0875799897,10.4307501685,34.1816087909,99.087264436
157,CU131_05,Abruzzo - 05,Vasto,116.1020833069,177.0193295359,42.2805279473,56.8765883593,65.3816133813,25.143472023,7.9224553885,11.5429895003,312.3422070244,55.0757406283,28.9667463502,21.0204473662,12.5271122531,28.8208046585,98.9664512999
158,CU141_01,Molise - 01,Isernia,55.7178111099,188.957192355,22.6424450356,53.5831103182,66.2201554982,22.7482269504,8.1585952459,12.1985046789,236.0536878572,56.843995631,14.1208584337,20.8358433735,14.5865043125,48.9407601695,99.8704372142
159,CU141_02,Molise - 02,Campobasso,92.2567755199,168.8652852198,28.2435366454,52.5778363626,65.9936689242,24.1419624217,6.8482350833,14.2774604521,290.0192790722,80.4247477604,16.8590464653,22.6408237432,17.5081203883,42.6272708192,98.9784284407
160,CU151_01,Campania 1 - 01,Giugliano in Campania,2250.207459175,52.2972487731,19.9210075772,35.9077597051,46.6032513114,38.1614273577,5.2948338241,7.8288931675,146.9360771617,34.9905921041,14.4720314296,24.9605794158,2.0882842308,8.5935030729,126.9134569128
161,CU151_02,Campania 1 - 02,Nola,962.4159692173,83.8989451752,40.2641284424,42.5816928439,57.044700162,28.1851469346,6.6590196274,10.7285347015,234.9285572315,48.9300147965,12.6347999168,22.193339473,2.4474317614,16.7308373686,113.66331096
162,CU151_03,Campania 1 - 03,Acerra,1813.3161738301,62.0271553892,15.8802958207,38.8351536227,45.4908589807,34.4779704271,5.7215827306,9.0158165546,206.3686005848,36.522530528,19.1580790196,26.2311171236,2.4976698124,15.2180045764,117.4191947829
163,CU151_04,Campania 1 - 04,Casoria,5665.0345216713,69.8235874891,13.5906256573,34.7167716934,41.536453822,36.05082054,7.5599942762,7.2304902118,188.2569666375,38.3869019752,16.5800648117,24.0557604202,1.9277332196,17.6633488521,129.138526378
164,CU151_05,Campania 1 - 05,Napoli - Circoscrizione 7 San Carlo all'Arena,11151.7525690185,140.818221384,20.5323912101,44.3544891331,66.4541605561,28.6633850814,3.5860719069,22.2222812771,288.5481371459,137.2102906645,7.8637283889,33.189623782,4.0365348036,24.9817562637,115.6569619279
165,CU151_06,Campania 1 - 06,Napoli - Circoscrizione 28 Ponticelli,6363.6514663875,87.3841846824,19.6588215605,30.9941655996,41.7433436607,45.0206896552,6.7939265394,5.7216567713,363.0946589189,52.0096678901,15.2511884877,27.9748903287,1.8179147379,26.940183353,137.9253926381
166,CU151_07,Campania 1 - 07,Napoli - Circoscrizione 9 San Lorenzo,14993.0155556398,122.4827076403,73.424130262,43.0679335889,65.2034949654,35.1526032316,4.7296473219,20.1693862852,487.0332882144,136.3031994538,7.6792470488,33.2892150965,3.7567870378,71.0022181892,123.3138227565
167,CU151_08,Campania 1 - 08,Napoli - Circoscrizione 19 Fuorigrotta,5409.5789611588,114.4736842105,14.7650582843,39.5880395118,55.0709337684,32.6098138052,3.9660546345,11.1449017106,162.9614926558,46.8936085748,9.9147157191,32.8762541806,2.8992806744,17.1236420072,117.5515313724
168,CU151_09,Campania 1 - 09,Pozzuoli,2037.2829407278,88.9530021743,22.8069748609,40.9685870507,50.8415292198,31.789125077,4.8834884257,10.4981094272,180.1549428435,42.2599828305,9.6957044194,34.5066576037,2.7571783736,15.7253836622,115.1893799102
169,CU151_10,Campania 1 - 10,Portici,2754.2801672101,103.7795966092,10.3019487336,41.2586962584,50.9943156844,27.0797728651,4.854609602,12.8886041677,163.5094382837,44.3666138606,14.0288809892,30.4270916606,2.8624049602,15.0097255241,112.6055347704
170,CU151_11,Campania 1 - 11,Torre del Greco,2672.1085966024,95.1460972152,10.9488908281,37.0157111129,44.8659897934,31.3305966745,6.9765775064,10.036793534,154.0318762204,40.7589874428,12.1126057239,29.4653724915,2.1060086329,25.2645231756,122.1717940882
171,CU151_12,Campania 1 - 12,Castellammare di Stabia,1401.1018856915,95.4264904108,16.3909657766,45.191709142,54.2200845666,28.1406577389,5.9351595878,10.9601411231,207.177887305,45.6937984654,10.6573598631,34.0794822422,2.2268626727,22.1135592245,111.9458124222
172,CU152_01,Campania 2 - 01,Benevento,171.8894289232,145.725412063,20.295226052,49.5259585119,65.6753473121,22.8282232704,7.2573827146,12.9375166016,232.9464594993,65.0298606503,10.7183680647,22.8825162352,4.2837060703,26.1384952474,101.6486339863
173,CU152_02,Campania 2 - 02,Ariano Irpino,78.951231669,186.4377625616,19.7709727865,49.7824335214,61.0489533818,22.6779797168,12.1907122057,9.1337581516,200.6759943405,43.7451906767,17.1150609476,20.5424083236,4.5560249685,13.758121394,103.6288588134
174,CU152_03,Campania 2 - 03,Caserta,1170.8606649726,90.2837790494,25.8522634948,43.8512760424,55.8150443155,26.1745685805,5.6672643186,13.3219537924,247.856748237,64.1350622339,13.4020839817,24.0795389915,4.6297809878,20.8960448022,105.7737623085
175,CU152_04,Campania 2 - 04,Santa Maria Capua Vetere,144.9903361674,130.5757324623,30.1794193569,44.057183931,56.8595512014,26.3730265368,7.7648174328,10.0260251504,184.7201419208,51.8641271055,11.770176338,21.3048299214,12.3773221171,29.4182053451,105.1798846241
176,CU152_05,Campania 2 - 05,Aversa,714.23363577,64.5312315802,39.2026683609,38.0800818045,46.7841599882,34.138891686,7.4229091962,8.7517008939,162.0997458704,40.2382465057,11.599248651,19.3508249285,3.0582657484,8.6164329449,120.6315899151
177,CU152_06,Campania 2 - 06,Avellino,380.285060385,119.7545134302,23.1116667339,48.3446347847,61.0595201406,24.1112102569,5.8493031359,14.0157865326,250.3407670283,60.616203573,15.9324291596,23.1399854686,4.167371893,16.8054252658,102.071775542
178,CU152_07,Campania 2 - 07,Scafati,1509.4871785786,89.5402967704,26.3469365154,42.9413043808,52.3211217438,27.5509433962,6.394874881,10.5851146135,207.8442094189,45.2947202303,14.6052417764,23.5949578661,2.621037254,22.2962322672,110.7270578063
179,CU152_08,Campania 2 - 08,Salerno,996.5946001903,147.0045850758,21.6151347325,48.42707986,62.2373625481,22.325542077,4.6037195994,18.185869355,289.8007462532,78.3462421805,10.8343226972,30.0602023556,5.252825028,34.8352021747,105.0362849869
180,CU152_09,Campania 2 - 09,Battipaglia,220.7105792519,106.9610079851,48.223650487,49.0479396482,61.6835325869,29.0092165899,7.2191964329,10.093234826,198.5528961792,39.7618390442,12.8325599158,22.3670049645,4.661115254,16.520031993,106.4516491394
181,CU152_10,Campania 2 - 10,Agropoli,79.0220618736,174.0247322794,30.0177895287,48.2458676387,59.6656319765,24.2435103169,10.2281216713,10.2234381677,207.4887387387,50.0514101058,9.3345455011,22.980396174,6.8611161355,28.5694057163,105.5949988937
182,CU161_01,Puglia - 01,Bari - Circoscrizione 8 Libertà Marconi-S. Girolamo-Fesca,4858.4351244755,196.0730558344,25.4699676912,51.942081448,65.3381726061,23.8555510807,4.6115846045,20.6225358188,477.421066843,158.2992709565,9.1596851317,33.5566536581,6.0406724279,28.9403309377,102.8750553088
183,CU161_02,Puglia - 02,Bari -Bitonto,675.1979924186,101.2498120987,18.4828967704,47.5481939886,52.4509046723,31.1150512214,6.1892840459,10.21077885,259.506768992,34.2694728743,14.0446605075,26.2748618227,3.8178875414,27.5704290921,103.8314240024
184,CU161_03,Puglia - 03,Molfetta,372.1232231348,119.973604403,19.1565367555,48.0209210585,50.1237620323,27.65625,6.9918137683,10.8424226161,214.9544577253,43.10855653,13.1953933242,25.7336196239,3.2476331029,26.713335396,101.1762642021
185,CU161_04,Puglia - 04,Andria,347.8280470331,94.7935175869,19.2261766855,44.1990873843,42.6072355219,32.5437020095,7.7126929263,8.6306402031,235.2194756821,46.1192992461,17.4592566538,23.163325126,3.2609999237,24.2375351306,104.7955742221
186,CU161_05,Puglia - 05,Altamura,130.5724168099,99.8226273603,29.46541009,47.7197305187,49.1416662929,30.0448240866,7.4753179939,9.6691762768,215.0729762962,45.1788095707,16.9200211256,22.1382810168,4.6902570187,27.5893712911,102.759434247
187,CU161_06,Puglia - 06,Monopoli,249.7931072551,138.2592037724,21.4996422352,52.9848649083,59.9405558573,25.831753146,7.1877832843,10.2132209314,247.5057714895,46.5364312619,13.7336216055,23.2773563454,3.4799975165,37.9057331178,98.4587762871
188,CU161_07,Puglia - 07,Lecce,364.3560678566,155.0360529155,25.7234357163,49.4681876325,62.9871618636,27.3116930636,7.2399978197,14.7613762486,278.5562697762,67.5130053707,10.3761454074,26.786603802,5.6151235988,15.4108604147,102.5341017886
189,CU161_08,Puglia - 08,Nardò,254.7851827759,159.3242564589,13.1720006897,47.056048691,56.887202855,26.2968164794,8.9690839226,10.1457383805,203.8923749335,44.0666021936,11.5538328197,22.3938270416,4.287331348,13.7860027984,102.5415960415
190,CU161_09,Puglia - 09,Casarano,264.7842500692,147.5920459842,14.9784459179,46.4195913064,57.6292818837,27.4531718003,10.0245130772,8.9082453415,210.971064283,46.259217926,14.9997021505,22.1052004527,3.98612299,15.4510214274,102.9367987821
191,CU161_10,Puglia - 10,Taranto,589.4622241407,141.5776475994,8.3363698935,43.8871935308,54.4446021188,32.1189172594,5.4904309632,11.3316680049,296.8946111179,75.8856633872,15.885159592,25.1357354393,7.4065757295,9.6200485044,106.0239918479
192,CU161_11,Puglia - 11,Martina Franca,163.5016005803,123.1011567807,17.3155584149,48.4619211362,56.882749284,29.6148384807,8.0859368178,8.6864723553,184.209468178,40.3481388608,17.3060215197,19.371115418,5.3959350077,22.3920850128,101.0684458341
193,CU161_12,Puglia - 12,Francavilla Fontana,200.0384730228,143.0891604162,13.187674645,47.4434642939,60.4615083565,33.7428739925,10.7098016446,8.0324062129,162.5384060995,37.4135467638,14.1684132332,18.3654790014,3.1191007013,9.2771372721,103.8134504217
194,CU161_13,Puglia - 13,Brindisi,216.7307019475,145.4426501564,21.4784029804,49.092670369,59.6462550658,28.6772486772,8.2642821452,9.8925341487,260.715038836,59.3346922996,13.1696161466,24.8008934863,4.6472265248,24.5042574686,103.1148648121
195,CU161_14,Puglia - 14,San Severo,64.2316105228,136.9583467872,30.9993182181,44.1986134533,46.9028057212,32.3397566513,9.1662563598,9.3454009682,170.2520658959,44.9492531829,11.4727934698,19.7336702632,7.2674650699,35.3933448411,106.3498727111
196,CU161_15,Puglia - 15,Cerignola,95.461901975,104.1000313578,28.8857724654,44.2108582541,47.0884652563,35.7814534407,9.0037236465,8.0715452557,171.9513201141,38.6981647353,10.8939690707,18.129330254,4.5384230198,20.0269853508,110.7382148684
197,CU161_16,Puglia - 16,Foggia,143.2705040267,124.681764143,22.6735617549,45.9843535981,57.6832451478,29.0317542946,5.987442383,13.1331188178,273.3428678567,89.1114579972,10.7512389617,25.1709275716,5.6789892122,27.7855685875,106.1221407523
198,CU171_01,Basilicata - 01,Potenza,57.8341898039,167.7498392086,15.18198425,51.1877053867,64.1736531172,23.9873448061,9.5606636802,12.1850402762,260.5997574567,76.9038883687,13.0016568995,22.4337518209,10.8559092184,26.2239992151,98.9925903679
199,CU171_02,Basilicata - 02,Matera,57.0176314276,144.0315238807,28.2614721669,50.5309789373,60.5361811158,25.6266542114,9.1802341328,11.1323689053,249.404656906,56.4630950281,17.1274819076,21.4483206532,13.3854362512,31.171097721,99.8104781998
200,CU181_01,Calabria - 01,Castrovillari,96.3471112423,161.2856768788,24.1975185028,43.8379642951,59.6401382412,24.7417959807,10.5654077026,10.1500042658,169.7873121563,45.42458301,7.7083011393,22.454799601,8.8326335862,30.1139278258,105.5347973536
201,CU181_02,Calabria - 02,Corigliano Calabro,83.97604086,131.9103947046,43.2985299104,48.5169422906,66.0377941804,25.859669021,13.093297485,10.226634802,186.7257252645,45.115494623,6.3646781438,17.3685111764,6.1991976119,26.543391976,109.4602856127
202,CU181_03,Calabria - 03,Cosenza,164.7867513082,142.8390485017,27.0752654719,48.4701976762,64.4462504288,21.2936880543,7.0700019391,17.4965373961,272.0871779337,84.5007000106,7.3363472636,28.4412099827,4.8243768618,34.9164433233,100.9623901959
203,CU181_04,Calabria - 04,Catanzaro,223.6900499987,131.576724684,33.3679947923,48.0494856199,65.5698211589,24.034270254,7.8297764228,14.2175577462,277.1648617346,84.6796351247,7.6252081465,25.8076085564,5.3047927235,28.329616688,103.842822277
204,CU181_05,Calabria - 05,Crotone,89.4062330552,114.897594969,33.2056700123,43.7821796575,58.7477819975,32.0596956881,10.6764729653,9.902298501,190.8478605388,54.675118859,7.8524378095,21.3447727239,5.5136897417,20.6984751599,111.4215096017
205,CU181_06,Calabria - 06,Vibo Valentia,127.1249847206,140.023463851,30.0474257566,46.0750831657,66.4558308072,26.6172863258,10.1914174903,11.1380554929,181.8390191453,55.9315535478,7.0672953511,22.1462636962,5.3225861891,31.7908502229,106.1952726033
206,CU181_07,Calabria - 07,Gioia Tauro,139.0603904374,115.8184417441,33.6352167252,46.0372463001,71.0544438077,31.1900779242,9.9492573116,9.7989617119,175.0210267039,41.2724159683,5.6414623761,19.2542125433,5.1657147298,24.3250012523,111.0579848288
207,CU181_08,Calabria - 08,Reggio di Calabria,247.5169315365,143.0727847275,43.0139197975,45.4913730082,67.5628480744,20.1707058199,5.8505457895,15.4996882515,204.7024770549,60.4645750607,6.3418261221,25.9263790978,6.0628859124,16.0146989094,104.4419472564
208,CU191_01,Sicilia 1 - 01,Palermo - Resuttana-San Lorenzo,1739.184119592,109.3613421683,13.9339485609,42.7189579426,59.0051460477,34.8780724764,5.2171828255,13.4727769374,214.3627523462,62.4200885441,8.1929093879,30.3963266568,3.0396316453,20.168206488,110.3041451754
209,CU191_02,Sicilia 1 - 02,Palermo - Libertà,12983.8079227159,135.230740487,55.2946590945,47.4251141583,69.4879852733,31.243651958,4.5624194916,21.1994014546,441.9461932699,153.3237116903,5.4804742559,29.7819417959,3.7734242714,49.2845015765,109.7470825038
210,CU191_03,Sicilia 1 - 03,Palermo - Settecannoli,4163.5716966718,111.0087223623,19.2280627683,38.4895088607,53.4185199728,38.6002616333,6.3116412486,8.2264005718,193.0414819506,86.8825205826,8.072608471,27.0048172287,2.3856074331,27.4241940632,114.2515665258
